"YEAR" "HAUL_NUMBER" "GENUS" "SPECIES" "SEX" "WEIGHT_OF_THE_FRACTION" "WEIGHT_OF_THE_SAMPLE_MEASURED" "SumSexTotal" "raising"
"31292" 2015 172 "ENGR" "ENC" "I" 1460 1460 64 64
"31293" 2017 171 "PAPE" "LON" "I" 1460 1460 2 2
"31294" 2011 146 "MERL" "MER" "I" 1460 1460 104 104
"31295" 2018 176 "SARD" "PIL" "I" 1460 1460 73 73
"31296" 2016 139 "MICM" "POU" "I" 1460 1460 67 67
"31297" 2016 176 "MULL" "BAR" "M" 1460 1460 31 31
"31298" 2013 179 "MULL" "BAR" "M" 1460 1460 14 14
"31299" 2009 14 "SCYO" "CAN" "M" 1460 1460 1 1
"31300" 2012 26 "SCYO" "CAN" "M" 1460 1460 6 6
"31301" 2010 166 "SCYO" "CAN" "M" 1460 1460 8 8
"31302" 2014 158 "ELED" "CIR" "M" 1460 1460 3 3
"31303" 2009 110 "ILLE" "COI" "M" 1460 1460 8 8
"31304" 2011 161 "HELI" "DAC" "M" 1460 1460 19 19
"31305" 2012 101 "PAGE" "ERY" "M" 1460 1460 9 9
"31306" 2017 171 "PAPE" "LON" "M" 1460 1460 4 4
"31307" 2011 146 "MERL" "MER" "M" 1460 1460 6 6
"31308" 2015 2 "ELED" "MOS" "M" 1460 1460 3 3
"31309" 2006 128 "MERL" "MER" "F" 1461 1461 12 12
"31310" 2016 178 "CHIM" "MON" "F" 1461 1461 1 1
"31311" 2006 128 "MERL" "MER" "I" 1461 1461 24 24
"31312" 2006 128 "MERL" "MER" "M" 1461 1461 3 3
"31313" 2016 178 "CHIM" "MON" "M" 1461 1461 1 1
"31314" 2014 76 "MULL" "BAR" "F" 1462 1462 11 11
"31315" 2016 173 "MULL" "BAR" "F" 1462 1462 13 13
"31316" 2014 76 "MULL" "BAR" "M" 1462 1462 40 40
"31317" 2016 173 "MULL" "BAR" "M" 1462 1462 14 14
"31318" 2014 126 "MERL" "MER" "F" 1463 1463 11 11
"31319" 2014 126 "MERL" "MER" "I" 1463 1463 11 11
"31320" 2014 126 "MERL" "MER" "M" 1463 1463 4 4
"31321" 1995 94 "PHYI" "BLE" "F" 1464 1464 9 9
"31322" 2004 106 "ILLE" "COI" "F" 1464 1464 5 5
"31323" 1995 94 "PHYI" "BLE" "I" 1464 1464 85 85
"31324" 2004 106 "ILLE" "COI" "I" 1464 1464 66 66
"31325" 1995 94 "PHYI" "BLE" "M" 1464 1464 4 4
"31326" 2004 106 "ILLE" "COI" "M" 1464 1464 2 2
"31327" 2012 177 "MULL" "BAR" "F" 1465 1465 22 22
"31328" 1995 145 "NEPR" "NOR" "F" 1465 1465 11 11
"31329" 2012 177 "MULL" "BAR" "M" 1465 1465 3 3
"31330" 1995 145 "NEPR" "NOR" "M" 1465 1465 33 33
"31331" 1996 92 "NEPR" "NOR" "F" 1467 1467 28 28
"31332" 1996 92 "NEPR" "NOR" "M" 1467 1467 34 34
"31333" 2001 28 "LOLI" "VUL" "F" 1469 1469 10 10
"31334" 2001 28 "LOLI" "VUL" "I" 1469 1469 36 36
"31335" 2013 158 "ELED" "CIR" "F" 1470 1470 8 8
"31336" 2010 139 "ILLE" "COI" "F" 1470 1470 16 16
"31337" 2010 175 "ZEUS" "FAB" "F" 1470 1470 2 2
"31338" 2006 31 "TRAC" "MED" "F" 1470 1470 4 4
"31339" 2005 26 "MERL" "MER" "F" 1470 1470 3 3
"31340" 2018 152 "TODA" "SAG" "F" 1470 1470 1 1
"31341" 2010 139 "ILLE" "COI" "I" 1470 1470 1 1
"31342" 2007 28 "HELI" "DAC" "I" 1470 1470 9 9
"31343" 2005 26 "MERL" "MER" "I" 1470 1470 30 30
"31344" 2015 123 "SARD" "PIL" "I" 1470 1470 328 328
"31345" 2014 86 "TODA" "SAG" "I" 1470 1470 2 2
"31346" 2013 158 "ELED" "CIR" "M" 1470 1470 7 7
"31347" 2010 139 "ILLE" "COI" "M" 1470 1470 9 9
"31348" 2006 31 "TRAC" "MED" "M" 1470 1470 6 6
"31349" 2005 26 "MERL" "MER" "M" 1470 1470 1 1
"31350" 2018 152 "TODA" "SAG" "M" 1470 1470 1 1
"31351" 1999 25 "LOLI" "VUL" "F" 1473 1473 6 6
"31352" 2007 137 "MERL" "MER" "F" 1474 1474 12 12
"31353" 2007 137 "MERL" "MER" "I" 1474 1474 74 74
"31354" 2007 137 "MERL" "MER" "M" 1474 1474 14 14
"31355" 2010 129 "MERL" "MER" "F" 1475 1475 8 8
"31356" 2011 158 "MERL" "MER" "F" 1475 1475 6 6
"31357" 2010 172 "MERL" "MER" "F" 1475 1475 4 4
"31358" 2010 176 "MERL" "MER" "F" 1475 1475 7 7
"31359" 2017 178 "CHIM" "MON" "F" 1475 1475 1 1
"31360" 2013 152 "ETMO" "SPI" "F" 1475 1475 12 12
"31361" 2010 129 "MERL" "MER" "I" 1475 1475 6 6
"31362" 2011 158 "MERL" "MER" "I" 1475 1475 13 13
"31363" 2010 172 "MERL" "MER" "I" 1475 1475 34 34
"31364" 2010 176 "MERL" "MER" "I" 1475 1475 129 129
"31365" 2010 129 "MERL" "MER" "M" 1475 1475 5 5
"31366" 2011 158 "MERL" "MER" "M" 1475 1475 7 7
"31367" 2010 172 "MERL" "MER" "M" 1475 1475 12 12
"31368" 2010 176 "MERL" "MER" "M" 1475 1475 8 8
"31369" 2017 178 "CHIM" "MON" "M" 1475 1475 1 1
"31370" 2013 152 "ETMO" "SPI" "M" 1475 1475 13 13
"31371" 2004 138 "ILLE" "COI" "F" 1476 1476 3 3
"31372" 2002 2 "MERL" "MER" "F" 1476 1476 3 3
"31373" 2004 138 "ILLE" "COI" "I" 1476 1476 55 55
"31374" 2002 2 "MERL" "MER" "I" 1476 1476 50 50
"31375" 2004 138 "ILLE" "COI" "M" 1476 1476 5 5
"31376" 2007 134 "TRIG" "LUC" "M" 1478 1478 2 2
"31377" 1994 91 "PHYI" "BLE" "F" 1479 1479 7 7
"31378" 1999 134 "MERL" "MER" "F" 1479 1479 10 10
"31379" 1994 91 "PHYI" "BLE" "I" 1479 1479 1 1
"31380" 1999 134 "MERL" "MER" "I" 1479 1479 15 15
"31381" 2005 135 "MERL" "MER" "I" 1479 1479 44 44
"31382" 1994 91 "PHYI" "BLE" "M" 1479 1479 1 1
"31383" 1999 134 "MERL" "MER" "M" 1479 1479 5 5
"31384" 2005 135 "MERL" "MER" "M" 1479 1479 9 9
"31385" 2017 137 "MULL" "BAR" "F" 1480 1480 12 12
"31386" 2010 173 "SCYO" "CAN" "F" 1480 1480 4 4
"31387" 2012 105 "ILLE" "COI" "F" 1480 1480 7 7
"31388" 1999 75 "MERL" "MER" "F" 1480 1480 6 6
"31389" 2009 101 "MERL" "MER" "F" 1480 1480 5 5
"31390" 2006 101 "LOLI" "VUL" "F" 1480 1480 6 6
"31391" 2017 137 "MULL" "BAR" "I" 1480 1480 16 16
"31392" 2014 150 "PAGE" "BOG" "I" 1480 1480 37 37
"31393" 2012 105 "ILLE" "COI" "I" 1480 1480 3 3
"31394" 2017 171 "ENGR" "ENC" "I" 1480 1480 238 238
"31395" 1999 75 "MERL" "MER" "I" 1480 1480 18 18
"31396" 2009 101 "MERL" "MER" "I" 1480 1480 9 9
"31397" 2006 101 "LOLI" "VUL" "I" 1480 1480 38 38
"31398" 2017 137 "MULL" "BAR" "M" 1480 1480 24 24
"31399" 2010 173 "SCYO" "CAN" "M" 1480 1480 2 2
"31400" 2012 105 "ILLE" "COI" "M" 1480 1480 13 13
"31401" 1999 75 "MERL" "MER" "M" 1480 1480 7 7
"31402" 2009 101 "MERL" "MER" "M" 1480 1480 3 3
"31403" 1994 137 "ELED" "CIR" "F" 1484 1484 2 2
"31404" 1997 23 "LOLI" "VUL" "F" 1484 1484 5 5
"31405" 1994 137 "ELED" "CIR" "M" 1484 1484 5 5
"31406" 1997 23 "LOLI" "VUL" "M" 1484 1484 2 2
"31407" 1996 133 "TRAC" "TRA" "F" 1485 1485 3 3
"31408" 1996 133 "TRAC" "TRA" "I" 1485 1485 12 12
"31409" 2017 175 "RAJA" "CLA" "M" 1485 1485 1 1
"31410" 1996 133 "TRAC" "TRA" "M" 1485 1485 5 5
"31411" 2008 132 "ELED" "CIR" "F" 1486 1486 3 3
"31412" 2008 132 "ELED" "CIR" "M" 1486 1486 3 3
"31413" 2002 13 "MERL" "MER" "I" 1487 1487 34 34
"31414" 1998 83 "MERL" "MER" "F" 1488 1488 15 15
"31415" 1996 81 "MICM" "POU" "F" 1488 1488 3 3
"31416" 1998 83 "MERL" "MER" "I" 1488 1488 33 33
"31417" 1996 81 "MICM" "POU" "I" 1488 1488 84 84
"31418" 1998 83 "MERL" "MER" "M" 1488 1488 16 16
"31419" 1996 81 "MICM" "POU" "M" 1488 1488 2 2
"31420" 1995 76 "TRAC" "TRA" "I" 1489 1489 710 710
"31421" 1999 37 "ARIS" "FOL" "F" 1490 1490 51 51
"31422" 2018 168 "PAPE" "LON" "F" 1490 1490 353 353
"31423" 2014 173 "ASPI" "CUC" "I" 1490 1490 23 23
"31424" 2013 101 "ENGR" "ENC" "I" 1490 1490 327 327
"31425" 2018 168 "PAPE" "LON" "I" 1490 1490 190 190
"31426" 2018 160 "SCOM" "PNE" "I" 1490 1490 293 293
"31427" 2016 177 "SQUA" "BLA" "M" 1490 1490 3 3
"31428" 1999 37 "ARIS" "FOL" "M" 1490 1490 53 53
"31429" 2018 168 "PAPE" "LON" "M" 1490 1490 148 148
"31430" 2006 1 "OCTO" "VUL" "M" 1490 1490 3 3
"31431" 2003 139 "MULL" "BAR" "F" 1492 1492 10 10
"31432" 2003 139 "MULL" "BAR" "M" 1492 1492 17 17
"31433" 2015 16 "MULL" "BAR" "F" 1493 1493 17 17
"31434" 2015 16 "MULL" "BAR" "M" 1493 1493 43 43
"31435" 1996 27 "ELED" "CIR" "F" 1495 1495 3 3
"31436" 1996 27 "ELED" "CIR" "I" 1495 1495 1 1
"31437" 1996 27 "ELED" "CIR" "M" 1495 1495 1 1
"31438" 2001 29 "LOLI" "VUL" "F" 1496 1496 7 7
"31439" 2005 111 "MERL" "MER" "F" 1497 1497 4 4
"31440" 2005 111 "MERL" "MER" "I" 1497 1497 83 83
"31441" 2005 129 "TRAC" "TRA" "I" 1497 1497 147 147
"31442" 2005 111 "MERL" "MER" "M" 1497 1497 3 3
"31443" 2006 116 "ARIS" "FOL" "F" 1498 1498 30 30
"31444" 2006 116 "ARIS" "FOL" "M" 1498 1498 41 41
"31445" 1996 7 "MULL" "BAR" "F" 1500 1500 28 28
"31446" 2001 8 "MULL" "BAR" "F" 1500 1500 14 14
"31447" 1998 23 "MULL" "BAR" "F" 1500 1500 13 13
"31448" 2004 79 "MULL" "BAR" "F" 1500 1500 10 10
"31449" 2007 109 "MULL" "BAR" "F" 1500 1500 14 14
"31450" 2000 87 "PHYI" "BLE" "F" 1500 1500 5 5
"31451" 2002 146 "PHYI" "BLE" "F" 1500 1500 4 4
"31452" 2002 13 "LOPH" "BUD" "F" 1500 1500 1 1
"31453" 2011 76 "LOPH" "BUD" "F" 1500 1500 3 3
"31454" 2010 172 "LOPH" "BUD" "F" 1500 1500 3 3
"31455" 2007 25 "SCYO" "CAN" "F" 1500 1500 6 6
"31456" 1996 15 "ELED" "CIR" "F" 1500 1500 3 3
"31457" 2002 26 "ELED" "CIR" "F" 1500 1500 4 4
"31458" 2004 139 "ELED" "CIR" "F" 1500 1500 2 2
"31459" 2018 93 "ILLE" "COI" "F" 1500 1500 3 3
"31460" 2003 104 "ILLE" "COI" "F" 1500 1500 3 3
"31461" 2008 17 "ASPI" "CUC" "F" 1500 1500 14 14
"31462" 2009 161 "ASPI" "CUC" "F" 1500 1500 23 23
"31463" 1996 4 "PAGE" "ERY" "F" 1500 1500 15 15
"31464" 2018 176 "PAGE" "ERY" "F" 1500 1500 8 8
"31465" 2017 180 "PAGE" "ERY" "F" 1500 1500 20 20
"31466" 2001 29 "ZEUS" "FAB" "F" 1500 1500 1 1
"31467" 2004 76 "ZEUS" "FAB" "F" 1500 1500 1 1
"31468" 2006 35 "ARIS" "FOL" "F" 1500 1500 25 25
"31469" 2002 40 "ARIS" "FOL" "F" 1500 1500 33 33
"31470" 2004 86 "ARIS" "FOL" "F" 1500 1500 30 30
"31471" 2009 152 "ARIS" "FOL" "F" 1500 1500 30 30
"31472" 2008 10 "PAPE" "LON" "F" 1500 1500 81 81
"31473" 2002 27 "PAPE" "LON" "F" 1500 1500 78 78
"31474" 2001 92 "PAPE" "LON" "F" 1500 1500 44 44
"31475" 2016 112 "PAPE" "LON" "F" 1500 1500 171 171
"31476" 2009 145 "PAPE" "LON" "F" 1500 1500 49 49
"31477" 2013 151 "PAPE" "LON" "F" 1500 1500 77 77
"31478" 2010 77 "GALU" "MEL" "F" 1500 1500 3 3
"31479" 2009 2 "MERL" "MER" "F" 1500 1500 11 11
"31480" 2011 6 "MERL" "MER" "F" 1500 1500 1 1
"31481" 2001 18 "MERL" "MER" "F" 1500 1500 3 3
"31482" 1996 21 "MERL" "MER" "F" 1500 1500 5 5
"31483" 2011 23 "MERL" "MER" "F" 1500 1500 4 4
"31484" 2018 76 "MERL" "MER" "F" 1500 1500 10 10
"31485" 2010 78 "MERL" "MER" "F" 1500 1500 3 3
"31486" 2002 79 "MERL" "MER" "F" 1500 1500 4 4
"31487" 2013 93 "MERL" "MER" "F" 1500 1500 7 7
"31488" 2009 98 "MERL" "MER" "F" 1500 1500 3 3
"31489" 2003 102 "MERL" "MER" "F" 1500 1500 9 9
"31490" 2009 157 "MERL" "MER" "F" 1500 1500 3 3
"31491" 2011 162 "MERL" "MER" "F" 1500 1500 8 8
"31492" 2010 163 "MERL" "MER" "F" 1500 1500 13 13
"31493" 2010 167 "MERL" "MER" "F" 1500 1500 2 2
"31494" 2009 109 "ELED" "MOS" "F" 1500 1500 5 5
"31495" 2018 123 "MUST" "MUS" "F" 1500 1500 1 1
"31496" 2008 40 "NEPR" "NOR" "F" 1500 1500 12 12
"31497" 2004 85 "NEPR" "NOR" "F" 1500 1500 24 24
"31498" 1999 94 "NEPR" "NOR" "F" 1500 1500 24 24
"31499" 2013 32 "TODA" "SAG" "F" 1500 1500 1 1
"31500" 2010 158 "TRAC" "TRA" "F" 1500 1500 1 1
"31501" 2012 180 "LOLI" "VUL" "F" 1500 1500 3 3
"31502" 2001 8 "MULL" "BAR" "I" 1500 1500 2 2
"31503" 2007 109 "MULL" "BAR" "I" 1500 1500 49 49
"31504" 2008 33 "PHYI" "BLE" "I" 1500 1500 84 84
"31505" 2010 85 "PHYI" "BLE" "I" 1500 1500 147 147
"31506" 2000 87 "PHYI" "BLE" "I" 1500 1500 4 4
"31507" 2013 167 "PAGE" "BOG" "I" 1500 1500 22 22
"31508" 2008 22 "BOOP" "BOO" "I" 1500 1500 27 27
"31509" 1996 15 "ELED" "CIR" "I" 1500 1500 1 1
"31510" 2007 22 "ELED" "CIR" "I" 1500 1500 68 68
"31511" 2008 24 "ELED" "CIR" "I" 1500 1500 6 6
"31512" 2002 26 "ELED" "CIR" "I" 1500 1500 3 3
"31513" 2004 139 "ELED" "CIR" "I" 1500 1500 8 8
"31514" 2018 93 "ILLE" "COI" "I" 1500 1500 46 46
"31515" 2003 104 "ILLE" "COI" "I" 1500 1500 4 4
"31516" 2008 17 "ASPI" "CUC" "I" 1500 1500 30 30
"31517" 2007 28 "ASPI" "CUC" "I" 1500 1500 9 9
"31518" 2008 32 "HELI" "DAC" "I" 1500 1500 12 12
"31519" 2007 10 "ZEUS" "FAB" "I" 1500 1500 2 2
"31520" 2001 29 "ZEUS" "FAB" "I" 1500 1500 2 2
"31521" 2004 76 "ZEUS" "FAB" "I" 1500 1500 3 3
"31522" 1996 6 "SPIC" "FLE" "I" 1500 1500 72 72
"31523" 2016 112 "PAPE" "LON" "I" 1500 1500 8 8
"31524" 2013 151 "PAPE" "LON" "I" 1500 1500 15 15
"31525" 2009 2 "MERL" "MER" "I" 1500 1500 15 15
"31526" 2011 6 "MERL" "MER" "I" 1500 1500 5 5
"31527" 2001 18 "MERL" "MER" "I" 1500 1500 46 46
"31528" 1996 21 "MERL" "MER" "I" 1500 1500 32 32
"31529" 2011 23 "MERL" "MER" "I" 1500 1500 111 111
"31530" 2018 76 "MERL" "MER" "I" 1500 1500 8 8
"31531" 2002 79 "MERL" "MER" "I" 1500 1500 46 46
"31532" 2013 93 "MERL" "MER" "I" 1500 1500 29 29
"31533" 2011 162 "MERL" "MER" "I" 1500 1500 15 15
"31534" 2010 163 "MERL" "MER" "I" 1500 1500 43 43
"31535" 2008 2 "ELED" "MOS" "I" 1500 1500 30 30
"31536" 2003 105 "TRAC" "TRA" "I" 1500 1500 330 330
"31537" 2004 112 "TRAC" "TRA" "I" 1500 1500 240 240
"31538" 2004 124 "TRAC" "TRA" "I" 1500 1500 248 248
"31539" 1999 136 "TRAC" "TRA" "I" 1500 1500 206 206
"31540" 2010 158 "TRAC" "TRA" "I" 1500 1500 179 179
"31541" 2012 180 "LOLI" "VUL" "I" 1500 1500 402 402
"31542" 2002 118 "OCTO" "VUL" "I" 1500 1500 1 1
"31543" 1996 7 "MULL" "BAR" "M" 1500 1500 36 36
"31544" 2001 8 "MULL" "BAR" "M" 1500 1500 10 10
"31545" 1998 23 "MULL" "BAR" "M" 1500 1500 21 21
"31546" 2004 79 "MULL" "BAR" "M" 1500 1500 9 9
"31547" 2007 109 "MULL" "BAR" "M" 1500 1500 14 14
"31548" 2010 85 "PHYI" "BLE" "M" 1500 1500 3 3
"31549" 2000 87 "PHYI" "BLE" "M" 1500 1500 2 2
"31550" 2002 146 "PHYI" "BLE" "M" 1500 1500 3 3
"31551" 2004 123 "LOPH" "BUD" "M" 1500 1500 2 2
"31552" 2010 172 "LOPH" "BUD" "M" 1500 1500 3 3
"31553" 1996 15 "ELED" "CIR" "M" 1500 1500 2 2
"31554" 2002 26 "ELED" "CIR" "M" 1500 1500 3 3
"31555" 2004 139 "ELED" "CIR" "M" 1500 1500 5 5
"31556" 2018 93 "ILLE" "COI" "M" 1500 1500 1 1
"31557" 2003 104 "ILLE" "COI" "M" 1500 1500 5 5
"31558" 2008 17 "ASPI" "CUC" "M" 1500 1500 6 6
"31559" 2009 161 "ASPI" "CUC" "M" 1500 1500 18 18
"31560" 1996 4 "PAGE" "ERY" "M" 1500 1500 2 2
"31561" 2018 176 "PAGE" "ERY" "M" 1500 1500 3 3
"31562" 2017 180 "PAGE" "ERY" "M" 1500 1500 3 3
"31563" 2007 10 "ZEUS" "FAB" "M" 1500 1500 2 2
"31564" 2001 29 "ZEUS" "FAB" "M" 1500 1500 4 4
"31565" 1996 6 "SPIC" "FLE" "M" 1500 1500 6 6
"31566" 2006 35 "ARIS" "FOL" "M" 1500 1500 39 39
"31567" 2002 40 "ARIS" "FOL" "M" 1500 1500 54 54
"31568" 2004 86 "ARIS" "FOL" "M" 1500 1500 18 18
"31569" 2009 152 "ARIS" "FOL" "M" 1500 1500 14 14
"31570" 2008 10 "PAPE" "LON" "M" 1500 1500 156 156
"31571" 2002 27 "PAPE" "LON" "M" 1500 1500 93 93
"31572" 2001 92 "PAPE" "LON" "M" 1500 1500 104 104
"31573" 2016 112 "PAPE" "LON" "M" 1500 1500 99 99
"31574" 2009 145 "PAPE" "LON" "M" 1500 1500 76 76
"31575" 2013 151 "PAPE" "LON" "M" 1500 1500 87 87
"31576" 2010 77 "GALU" "MEL" "M" 1500 1500 15 15
"31577" 2009 2 "MERL" "MER" "M" 1500 1500 4 4
"31578" 2011 6 "MERL" "MER" "M" 1500 1500 20 20
"31579" 2001 18 "MERL" "MER" "M" 1500 1500 9 9
"31580" 1996 21 "MERL" "MER" "M" 1500 1500 8 8
"31581" 2011 23 "MERL" "MER" "M" 1500 1500 4 4
"31582" 2018 76 "MERL" "MER" "M" 1500 1500 8 8
"31583" 2013 93 "MERL" "MER" "M" 1500 1500 7 7
"31584" 2003 102 "MERL" "MER" "M" 1500 1500 4 4
"31585" 2009 157 "MERL" "MER" "M" 1500 1500 5 5
"31586" 2011 162 "MERL" "MER" "M" 1500 1500 2 2
"31587" 2010 163 "MERL" "MER" "M" 1500 1500 11 11
"31588" 2009 109 "ELED" "MOS" "M" 1500 1500 4 4
"31589" 2018 123 "MUST" "MUS" "M" 1500 1500 2 2
"31590" 2008 40 "NEPR" "NOR" "M" 1500 1500 6 6
"31591" 2004 85 "NEPR" "NOR" "M" 1500 1500 26 26
"31592" 1999 94 "NEPR" "NOR" "M" 1500 1500 18 18
"31593" 2013 32 "TODA" "SAG" "M" 1500 1500 1 1
"31594" 2010 158 "TRAC" "TRA" "M" 1500 1500 1 1
"31595" 2010 117 "OCTO" "VUL" "M" 1500 1500 1 1
"31596" 2002 118 "OCTO" "VUL" "M" 1500 1500 2 2
"31597" 2012 80 "SARD" "PIL" "I" 3000 1500 196 392
"31598" 2001 16 "PAPE" "LON" "F" 1501 1501 81 81
"31599" 2001 16 "PAPE" "LON" "M" 1501 1501 126 126
"31600" 2007 133 "MERL" "MER" "F" 1502 1502 16 16
"31601" 2007 133 "MERL" "MER" "I" 1502 1502 12 12
"31602" 2007 133 "MERL" "MER" "M" 1502 1502 16 16
"31603" 1998 93 "LOPH" "BUD" "F" 1504 1504 5 5
"31604" 2001 110 "TRAC" "TRA" "I" 1504 1504 630 630
"31605" 1998 93 "LOPH" "BUD" "M" 1504 1504 1 1
"31606" 2000 134 "MERL" "MER" "F" 1505 1505 3 3
"31607" 2000 134 "MERL" "MER" "I" 1505 1505 17 17
"31608" 1994 136 "TRAC" "TRA" "I" 1505 1505 251 251
"31609" 2000 134 "MERL" "MER" "M" 1505 1505 12 12
"31610" 1997 87 "PHYI" "BLE" "F" 1507 1507 5 5
"31611" 2003 96 "PHYI" "BLE" "F" 1507 1507 4 4
"31612" 1997 20 "MERL" "MER" "F" 1507 1507 7 7
"31613" 1995 131 "MERL" "MER" "F" 1507 1507 13 13
"31614" 2003 96 "PHYI" "BLE" "I" 1507 1507 62 62
"31615" 1997 20 "MERL" "MER" "I" 1507 1507 57 57
"31616" 1995 131 "MERL" "MER" "I" 1507 1507 4 4
"31617" 1997 87 "PHYI" "BLE" "M" 1507 1507 1 1
"31618" 2003 96 "PHYI" "BLE" "M" 1507 1507 3 3
"31619" 1997 20 "MERL" "MER" "M" 1507 1507 3 3
"31620" 1995 131 "MERL" "MER" "M" 1507 1507 3 3
"31621" 2005 126 "LOLI" "VUL" "I" 1508 1508 204 204
"31622" 2014 105 "LOLI" "VUL" "F" 1509 1509 2 2
"31623" 2014 105 "LOLI" "VUL" "I" 1509 1509 89 89
"31624" 2014 157 "LOPH" "BUD" "F" 1510 1510 1 1
"31625" 2010 88 "ELED" "CIR" "F" 1510 1510 3 3
"31626" 2005 23 "ILLE" "COI" "F" 1510 1510 4 4
"31627" 2014 93 "ILLE" "COI" "F" 1510 1510 20 20
"31628" 2013 126 "ILLE" "COI" "F" 1510 1510 10 10
"31629" 2010 138 "ILLE" "COI" "F" 1510 1510 7 7
"31630" 2018 104 "PAPE" "LON" "F" 1510 1510 114 114
"31631" 2015 151 "PAPE" "LON" "F" 1510 1510 89 89
"31632" 2014 83 "TRIG" "LUC" "F" 1510 1510 1 1
"31633" 2014 178 "GALU" "MEL" "F" 1510 1510 8 8
"31634" 2014 166 "RAJA" "MIR" "F" 1510 1510 5 5
"31635" 2016 176 "RAJA" "MIR" "F" 1510 1510 2 2
"31636" 2012 142 "ETMO" "SPI" "F" 1510 1510 14 14
"31637" 2005 23 "ILLE" "COI" "I" 1510 1510 15 15
"31638" 2014 93 "ILLE" "COI" "I" 1510 1510 63 63
"31639" 2013 126 "ILLE" "COI" "I" 1510 1510 3 3
"31640" 2010 138 "ILLE" "COI" "I" 1510 1510 2 2
"31641" 2018 104 "PAPE" "LON" "I" 1510 1510 4 4
"31642" 2015 151 "PAPE" "LON" "I" 1510 1510 41 41
"31643" 1995 97 "TRAC" "TRA" "I" 1510 1510 340 340
"31644" 2010 88 "ELED" "CIR" "M" 1510 1510 1 1
"31645" 2013 174 "RAJA" "CLA" "M" 1510 1510 1 1
"31646" 2005 23 "ILLE" "COI" "M" 1510 1510 14 14
"31647" 2014 93 "ILLE" "COI" "M" 1510 1510 18 18
"31648" 2013 126 "ILLE" "COI" "M" 1510 1510 5 5
"31649" 2010 138 "ILLE" "COI" "M" 1510 1510 14 14
"31650" 2018 104 "PAPE" "LON" "M" 1510 1510 132 132
"31651" 2015 151 "PAPE" "LON" "M" 1510 1510 86 86
"31652" 2014 178 "GALU" "MEL" "M" 1510 1510 3 3
"31653" 2014 166 "RAJA" "MIR" "M" 1510 1510 4 4
"31654" 2016 176 "RAJA" "MIR" "M" 1510 1510 3 3
"31655" 2012 142 "ETMO" "SPI" "M" 1510 1510 14 14
"31656" 1999 145 "GALU" "MEL" "F" 1511 1511 4 4
"31657" 1999 125 "MERL" "MER" "F" 1511 1511 11 11
"31658" 1999 125 "MERL" "MER" "I" 1511 1511 22 22
"31659" 1999 145 "GALU" "MEL" "M" 1511 1511 1 1
"31660" 2003 79 "MULL" "BAR" "F" 1514 1514 10 10
"31661" 1998 91 "HELI" "DAC" "F" 1514 1514 1 1
"31662" 1999 141 "HELI" "DAC" "F" 1514 1514 2 2
"31663" 2000 113 "LOPH" "PIS" "F" 1514 1514 1 1
"31664" 1999 141 "HELI" "DAC" "I" 1514 1514 40 40
"31665" 2000 113 "LOPH" "PIS" "I" 1514 1514 2 2
"31666" 2003 79 "MULL" "BAR" "M" 1514 1514 8 8
"31667" 1998 91 "HELI" "DAC" "M" 1514 1514 4 4
"31668" 1999 141 "HELI" "DAC" "M" 1514 1514 1 1
"31669" 1997 102 "ELED" "CIR" "F" 1515 1515 3 3
"31670" 1997 102 "ELED" "CIR" "M" 1515 1515 1 1
"31671" 2012 178 "GALU" "MEL" "F" 1516 1516 6 6
"31672" 2012 178 "GALU" "MEL" "M" 1516 1516 2 2
"31673" 1999 22 "SCYO" "CAN" "F" 1518 1518 4 4
"31674" 1999 22 "SCYO" "CAN" "M" 1518 1518 4 4
"31675" 2007 93 "ILLE" "COI" "I" 1519 1519 100 100
"31676" 2007 93 "ILLE" "COI" "M" 1519 1519 25 25
"31677" 1997 85 "PHYI" "BLE" "F" 1520 1520 5 5
"31678" 2011 27 "PAGE" "BOG" "F" 1520 1520 1 1
"31679" 2016 17 "SCYO" "CAN" "F" 1520 1520 5 5
"31680" 2012 146 "ELED" "CIR" "F" 1520 1520 3 3
"31681" 2011 131 "ILLE" "COI" "F" 1520 1520 15 15
"31682" 2018 158 "ILLE" "COI" "F" 1520 1520 12 12
"31683" 2018 174 "ZEUS" "FAB" "F" 1520 1520 1 1
"31684" 2011 116 "ARIS" "FOL" "F" 1520 1520 26 26
"31685" 2012 22 "PAPE" "LON" "F" 1520 1520 119 119
"31686" 2011 160 "TRAC" "MED" "F" 1520 1520 8 8
"31687" 2006 94 "GALU" "MEL" "F" 1520 1520 4 4
"31688" 2016 133 "MERL" "MER" "F" 1520 1520 12 12
"31689" 2009 160 "MERL" "MER" "F" 1520 1520 7 7
"31690" 2009 161 "SPIC" "SMA" "F" 1520 1520 109 109
"31691" 2012 38 "PHYI" "BLE" "I" 1520 1520 25 25
"31692" 1997 85 "PHYI" "BLE" "I" 1520 1520 17 17
"31693" 2012 158 "LOPH" "BUD" "I" 1520 1520 6 6
"31694" 2011 131 "ILLE" "COI" "I" 1520 1520 1 1
"31695" 2018 158 "ILLE" "COI" "I" 1520 1520 1 1
"31696" 2012 176 "ASPI" "CUC" "I" 1520 1520 69 69
"31697" 2017 4 "SPIC" "FLE" "I" 1520 1520 204 204
"31698" 2012 22 "PAPE" "LON" "I" 1520 1520 1 1
